video   |0           |0.8438
video   |1           |0.5845
video   |2           |0.7667
video   |3           |0.5959
video   |4           |0.7314
video   |5           |0.7391
video   |6           |0.7861
video   |7           |0.8327
video   |8           |0.2037
video   |9           |0.6423
video   |10          |0.3818
video   |11          |0.1200
video   |12          |0.1437
video   |13          |0.2080
video   |14          |0.9683
video   |15          |1.0000
video   |16          |0.0911
video   |17          |0.0087
video   |18          |0.6111
video   |19          |0.3611
video   |20          |0.0336
video   |21          |0.0237
video   |22          |0.0412
video   |23          |0.9889
video   |24          |0.9653
video   |25          |0.9101
video   |26          |0.9596
video   |27          |0.8122
video   |28          |0.9195
video   |29          |0.7663
video   |30          |0.5419
video   |31          |0.7853
video   |32          |0.3435
video   |33          |0.4936
video   |34          |0.1280
video   |35          |0.1015
video   |36          |0.2255
video   |37          |0.3021
video   |38          |0.3261
video   |39          |0.2733
video   |40          |0.2621
video   |41          |0.6120
video   |42          |0.8983
video   |43          |0.1182
video   |44          |0.5771
video   |45          |0.6440
video   |46          |0.9667
video   |47          |0.1412
video   |48          |1.0000
video   |49          |0.9923
video   |50          |0.9058
video   |51          |0.7431
video   |52          |0.5849
video   |53          |0.6708
video   |54          |0.6312
video   |55          |0.5425
video   |56          |0.5274
video   |57          |0.6239
video   |58          |0.8369
video   |59          |0.5935
video   |60          |0.6388
video   |61          |0.8487
video   |62          |0.2523
video   |63          |0.4344
video   |64          |0.4822
video   |65          |0.5255
video   |66          |0.5743
video   |67          |0.6882
video   |68          |0.6598
video   |69          |0.3357
video   |70          |0.0833
video   |71          |0.1886
video   |72          |0.1015
video   |73          |0.8150
video   |74          |0.1782
video   |75          |0.2965
video   |76          |0.9444
video   |77          |0.5903
video   |78          |0.0000
video   |79          |0.2601
video   |80          |0.0248
video   |81          |0.1066
